YEAR,ORIGIN,AGEGROUP,SPECIMEN,PATHOGEN,ANTIBIOTIC,RESISTANT,INTERMEDIATE,NONSUSCEPTIBLE,SUSCEPTIBLE,UNKNOWN_NO_AST,UNKNOWN_NO_BREAKPOINTS
2017,HO,15~64,BLOOD,KLEPNE,J01EE,200,0,0,1071,464,15
2017,HO,15~64,BLOOD,ACISPP,IPM,0,0,0,64,67,0
2017,HO,15~64,BLOOD,ACISPP,MEM,1,1,0,126,1,2
2017,HO,15~64,BLOOD,ACISPP,DOR,0,0,0,0,83,48
2017,HO,15~64,BLOOD,ACISPP,COL,3,0,0,31,97,0
2017,HO,15~64,BLOOD,ACISPP,AMK,1,1,0,126,3,0
2017,HO,15~64,BLOOD,ACISPP,MNO,0,3,0,120,8,0
2017,HO,15~64,BLOOD,STAAUR,OXA,828,0,0,2043,0,0
2017,HO,15~64,BLOOD,STRPNE,CTX,1,1,0,174,63,0
2017,HO,15~64,BLOOD,STRPNE,CRO,0,1,0,210,28,0
2017,HO,15~64,BLOOD,STRPNE,J01EE,39,21,0,118,60,1
2017,HO,15~64,BLOOD,STRPNE,OXA,0,0,0,0,236,3
2017,HO,15~64,BLOOD,STRPNE,PEN,0,1,0,236,2,0
2017,HO,15~64,BLOOD,SALSPP,IPM,0,0,0,65,5,0
2017,HO,15~64,BLOOD,SALSPP,MEM,0,0,0,67,3,0
2017,HO,15~64,BLOOD,SALSPP,DOR,0,0,0,0,65,5
2017,HO,15~64,BLOOD,SALSPP,CTX,1,0,0,51,18,0
2017,HO,15~64,BLOOD,SALSPP,CRO,1,0,0,51,17,1
2017,HO,15~64,BLOOD,SALSPP,CAZ,1,0,0,66,3,0
2017,HO,15~64,BLOOD,SALSPP,LVX,0,0,0,69,1,0
2017,HO,15~64,BLOOD,SALSPP,CIP,0,0,0,29,41,0
2017,HO,15~64,STOOL,SALSPP,IPM,1,0,0,275,38,0
2017,HO,15~64,STOOL,SALSPP,MEM,1,1,0,296,16,0
2017,HO,15~64,STOOL,SALSPP,DOR,0,0,0,0,306,8
2017,HO,15~64,STOOL,SALSPP,CTX,14,0,0,227,73,0
2017,HO,15~64,STOOL,SALSPP,CRO,14,1,0,203,96,0
2017,HO,15~64,STOOL,SALSPP,CAZ,13,4,0,276,21,0
2017,HO,15~64,STOOL,SALSPP,LVX,6,2,0,302,4,0
2017,HO,15~64,STOOL,SALSPP,CIP,4,0,0,119,191,0
2017,HO,15~64,STOOL,SHISPP,CTX,0,0,0,6,1,0
2017,HO,15~64,STOOL,SHISPP,CRO,0,0,0,2,5,0
2017,HO,15~64,STOOL,SHISPP,CAZ,0,0,0,6,1,0
2017,HO,15~64,STOOL,SHISPP,LVX,3,0,0,4,0,0
2017,HO,15~64,STOOL,SHISPP,CIP,3,0,0,2,2,0
2017,HO,65~,URINE,ESCCOL,AMP,53269,1019,238,51657,8882,44
2017,HO,65~,URINE,ESCCOL,IPM,33,59,0,102046,12419,552
2017,HO,65~,URINE,ESCCOL,MEM,109,34,0,113980,467,519
2017,HO,65~,URINE,ESCCOL,DOR,0,0,0,0,107680,7429
2017,HO,65~,URINE,ESCCOL,CTX,21974,422,244,60007,31709,753
2017,HO,65~,URINE,ESCCOL,CRO,23566,243,101,61311,29778,110
2017,HO,65~,URINE,ESCCOL,CAZ,13497,5087,8,92962,2909,646
2017,HO,65~,URINE,ESCCOL,FEP,16952,1910,124,83225,12858,40
2017,HO,65~,URINE,ESCCOL,COL,0,0,0,0,113970,1139
2017,HO,65~,URINE,ESCCOL,LVX,48338,2616,198,63844,113,0
2017,HO,65~,URINE,ESCCOL,CIP,23285,395,39,30421,60910,59
2017,HO,65~,URINE,ESCCOL,J01EE,18549,0,0,68043,28137,380
2017,HO,65~,URINE,KLEPNE,IPM,29,77,0,24581,2779,146
2017,HO,65~,URINE,KLEPNE,MEM,70,13,1,27387,0,141
2017,HO,65~,URINE,KLEPNE,DOR,0,0,0,0,25881,1731
2017,HO,65~,URINE,KLEPNE,CTX,1982,52,49,17778,7525,226
2017,HO,65~,URINE,KLEPNE,CRO,2154,52,19,18266,7086,35
2017,HO,65~,URINE,KLEPNE,CAZ,1444,314,0,24776,884,194
2017,HO,65~,URINE,KLEPNE,FEP,1476,209,21,22955,2947,4
2017,HO,65~,URINE,KLEPNE,COL,0,0,0,0,27350,262
2017,HO,65~,URINE,KLEPNE,LVX,895,457,4,26073,183,0
2017,HO,65~,URINE,KLEPNE,CIP,619,274,3,11840,14873,3
2017,HO,65~,URINE,KLEPNE,J01EE,2792,0,0,18099,6645,76
2017,HO,65~,BLOOD,ESCCOL,AMP,9003,168,41,11771,1190,0
2017,HO,65~,BLOOD,ESCCOL,IPM,7,13,0,20126,1935,92
2017,HO,65~,BLOOD,ESCCOL,MEM,18,5,0,22018,45,87
2017,HO,65~,BLOOD,ESCCOL,DOR,0,0,0,0,20700,1473
2017,HO,65~,BLOOD,ESCCOL,CTX,3513,94,46,12976,5355,189
2017,HO,65~,BLOOD,ESCCOL,CRO,3410,31,22,12717,5984,9
2017,HO,65~,BLOOD,ESCCOL,CAZ,2200,881,0,18851,121,120
2017,HO,65~,BLOOD,ESCCOL,FEP,2565,373,26,17111,2093,5
2017,HO,65~,BLOOD,ESCCOL,COL,0,0,0,0,21902,271
2017,HO,65~,BLOOD,ESCCOL,LVX,6706,276,39,14932,219,1
2017,HO,65~,BLOOD,ESCCOL,CIP,3368,52,4,7324,11419,6
2017,HO,65~,BLOOD,ESCCOL,J01EE,3372,0,0,13114,5590,97
2017,HO,65~,BLOOD,KLEPNE,IPM,13,12,0,7892,769,53
2017,HO,65~,BLOOD,KLEPNE,MEM,12,7,0,8669,0,51
2017,HO,65~,BLOOD,KLEPNE,DOR,0,0,0,0,8147,592
2017,HO,65~,BLOOD,KLEPNE,CTX,378,20,12,6052,2191,86
2017,HO,65~,BLOOD,KLEPNE,CRO,395,13,3,5858,2460,10
2017,HO,65~,BLOOD,KLEPNE,CAZ,279,63,0,8126,202,69
2017,HO,65~,BLOOD,KLEPNE,FEP,266,60,4,7470,937,2
2017,HO,65~,BLOOD,KLEPNE,COL,0,0,0,0,8627,112
2017,HO,65~,BLOOD,KLEPNE,LVX,190,87,1,8270,191,0
2017,HO,65~,BLOOD,KLEPNE,CIP,144,52,0,4058,4485,0
2017,HO,65~,BLOOD,KLEPNE,J01EE,662,0,0,5888,2143,46
2017,HO,65~,BLOOD,ACISPP,IPM,8,0,0,308,254,0
2017,HO,65~,BLOOD,ACISPP,MEM,8,0,0,557,4,1
2017,HO,65~,BLOOD,ACISPP,DOR,0,0,0,0,374,196
2017,HO,65~,BLOOD,ACISPP,COL,15,0,0,128,427,0
2017,HO,65~,BLOOD,ACISPP,AMK,3,2,0,560,5,0
2017,HO,65~,BLOOD,ACISPP,MNO,1,3,0,526,40,0
2017,HO,65~,BLOOD,STAAUR,OXA,3765,0,0,5504,0,0
2017,HO,65~,BLOOD,STRPNE,CTX,7,4,0,514,148,0
2017,HO,65~,BLOOD,STRPNE,CRO,7,2,0,616,48,0
2017,HO,65~,BLOOD,STRPNE,J01EE,73,72,0,380,141,7
2017,HO,65~,BLOOD,STRPNE,OXA,0,0,0,0,667,6
2017,HO,65~,BLOOD,STRPNE,PEN,0,7,0,666,0,0
2017,HO,65~,BLOOD,SALSPP,IPM,0,0,0,96,11,0
2017,HO,65~,BLOOD,SALSPP,MEM,0,0,0,93,14,0
2017,HO,65~,BLOOD,SALSPP,DOR,0,0,0,0,102,5
2017,HO,65~,BLOOD,SALSPP,CTX,2,0,0,72,33,0
2017,HO,65~,BLOOD,SALSPP,CRO,1,0,0,61,45,0
2017,HO,65~,BLOOD,SALSPP,CAZ,2,0,0,97,8,0
2017,HO,65~,BLOOD,SALSPP,LVX,0,0,0,105,2,0
2017,HO,65~,BLOOD,SALSPP,CIP,0,0,0,58,49,0
2017,HO,65~,STOOL,SALSPP,IPM,0,1,0,260,35,1
2017,HO,65~,STOOL,SALSPP,MEM,0,0,0,285,11,1
2017,HO,65~,STOOL,SALSPP,DOR,0,0,0,0,272,25
2017,HO,65~,STOOL,SALSPP,CTX,3,0,0,208,85,1
2017,HO,65~,STOOL,SALSPP,CRO,5,0,0,209,83,0
2017,HO,65~,STOOL,SALSPP,CAZ,4,0,0,266,26,1
2017,HO,65~,STOOL,SALSPP,LVX,0,0,0,296,1,0
2017,HO,65~,STOOL,SALSPP,CIP,0,0,0,139,157,1
2017,HO,65~,STOOL,SHISPP,CTX,0,0,0,2,0,0
2017,HO,65~,STOOL,SHISPP,CRO,0,0,0,0,2,0
2017,HO,65~,STOOL,SHISPP,CAZ,0,0,0,2,0,0
2017,HO,65~,STOOL,SHISPP,LVX,0,0,0,2,0,0
2017,HO,65~,STOOL,SHISPP,CIP,0,0,0,1,1,0
