YEAR,ORIGIN,AGEGROUP,SPECIMEN,PATHOGEN,ANTIBIOTIC,RESISTANT,INTERMEDIATE,NONSUSCEPTIBLE,SUSCEPTIBLE,UNKNOWN_NO_AST,UNKNOWN_NO_BREAKPOINTS
2017,HO,15~64,BLOOD,KLEPNE,CIP,50,12,0,903,1101,0
2017,HO,15~64,BLOOD,KLEPNE,J01EE,262,0,0,1259,528,17
2017,HO,15~64,BLOOD,ACISPP,IPM,0,0,0,86,71,0
2017,HO,15~64,BLOOD,ACISPP,MEM,1,1,0,153,0,2
2017,HO,15~64,BLOOD,ACISPP,DOR,0,0,0,0,105,52
2017,HO,15~64,BLOOD,ACISPP,COL,3,0,0,34,120,0
2017,HO,15~64,BLOOD,ACISPP,AMK,1,1,0,153,2,0
2017,HO,15~64,BLOOD,ACISPP,MNO,0,3,0,142,12,0
2017,HO,15~64,BLOOD,STAAUR,OXA,1164,0,0,2368,0,0
2017,HO,15~64,BLOOD,STRPNE,CTX,1,1,0,181,66,0
2017,HO,15~64,BLOOD,STRPNE,CRO,0,1,0,221,27,0
2017,HO,15~64,BLOOD,STRPNE,J01EE,40,22,0,124,62,1
2017,HO,15~64,BLOOD,STRPNE,OXA,0,0,0,0,246,3
2017,HO,15~64,BLOOD,STRPNE,PEN,0,1,0,246,2,0
2017,HO,15~64,BLOOD,SALSPP,IPM,0,0,0,68,5,0
2017,HO,15~64,BLOOD,SALSPP,MEM,0,0,0,70,3,0
2017,HO,15~64,BLOOD,SALSPP,DOR,0,0,0,0,68,5
2017,HO,15~64,BLOOD,SALSPP,CTX,1,0,0,53,19,0
2017,HO,15~64,BLOOD,SALSPP,CRO,1,0,0,52,19,1
2017,HO,15~64,BLOOD,SALSPP,CAZ,1,0,0,69,3,0
2017,HO,15~64,BLOOD,SALSPP,LVX,0,0,0,71,2,0
2017,HO,15~64,BLOOD,SALSPP,CIP,0,0,0,31,42,0
2017,HO,15~64,STOOL,SALSPP,IPM,1,0,0,284,37,0
2017,HO,15~64,STOOL,SALSPP,MEM,1,1,0,304,16,0
2017,HO,15~64,STOOL,SALSPP,DOR,0,0,0,0,314,8
2017,HO,15~64,STOOL,SALSPP,CTX,18,0,0,230,74,0
2017,HO,15~64,STOOL,SALSPP,CRO,17,1,0,204,100,0
2017,HO,15~64,STOOL,SALSPP,CAZ,16,4,0,280,22,0
2017,HO,15~64,STOOL,SALSPP,LVX,8,2,0,309,3,0
2017,HO,15~64,STOOL,SALSPP,CIP,4,0,0,123,195,0
2017,HO,15~64,STOOL,SHISPP,CTX,0,0,0,6,1,0
2017,HO,15~64,STOOL,SHISPP,CRO,0,0,0,2,5,0
2017,HO,15~64,STOOL,SHISPP,CAZ,0,0,0,6,1,0
2017,HO,15~64,STOOL,SHISPP,LVX,3,0,0,4,0,0
2017,HO,15~64,STOOL,SHISPP,CIP,3,0,0,2,2,0
2017,HO,65~,URINE,ESCCOL,AMP,59227,1044,264,53074,11353,59
2017,HO,65~,URINE,ESCCOL,IPM,38,63,0,111091,13224,605
2017,HO,65~,URINE,ESCCOL,MEM,125,38,0,124286,0,572
2017,HO,65~,URINE,ESCCOL,DOR,0,0,0,0,117070,7951
2017,HO,65~,URINE,ESCCOL,CTX,24809,440,272,63334,35381,785
2017,HO,65~,URINE,ESCCOL,CRO,26536,249,115,64650,33355,116
2017,HO,65~,URINE,ESCCOL,CAZ,14769,5313,9,99334,4894,702
2017,HO,65~,URINE,ESCCOL,FEP,18534,1953,142,88621,15729,42
2017,HO,65~,URINE,ESCCOL,COL,0,0,0,0,123819,1202
2017,HO,65~,URINE,ESCCOL,LVX,53733,2697,222,66975,1394,0
2017,HO,65~,URINE,ESCCOL,CIP,25831,402,42,31710,66976,60
2017,HO,65~,URINE,ESCCOL,J01EE,20591,0,0,72402,31620,408
2017,HO,65~,URINE,KLEPNE,IPM,32,83,0,27176,3124,161
2017,HO,65~,URINE,KLEPNE,MEM,86,13,1,30320,0,156
2017,HO,65~,URINE,KLEPNE,DOR,0,0,0,0,28720,1856
2017,HO,65~,URINE,KLEPNE,CTX,2338,53,52,19457,8425,251
2017,HO,65~,URINE,KLEPNE,CRO,2527,57,19,20057,7879,37
2017,HO,65~,URINE,KLEPNE,CAZ,1681,335,0,27175,1172,213
2017,HO,65~,URINE,KLEPNE,FEP,1675,217,21,25164,3495,4
2017,HO,65~,URINE,KLEPNE,COL,0,0,0,0,30290,286
2017,HO,65~,URINE,KLEPNE,LVX,1025,476,5,28637,433,0
2017,HO,65~,URINE,KLEPNE,CIP,715,292,4,12691,16871,3
2017,HO,65~,URINE,KLEPNE,J01EE,3179,0,0,19845,7465,87
2017,HO,65~,BLOOD,ESCCOL,AMP,10801,176,54,12486,1724,0
2017,HO,65~,BLOOD,ESCCOL,IPM,7,14,0,22873,2245,102
2017,HO,65~,BLOOD,ESCCOL,MEM,20,5,0,25119,0,97
2017,HO,65~,BLOOD,ESCCOL,DOR,0,0,0,0,23570,1671
2017,HO,65~,BLOOD,ESCCOL,CTX,4293,104,55,14232,6357,200
2017,HO,65~,BLOOD,ESCCOL,CRO,4213,33,27,14036,6920,12
2017,HO,65~,BLOOD,ESCCOL,CAZ,2570,938,0,20944,656,133
2017,HO,65~,BLOOD,ESCCOL,FEP,3015,383,30,18881,2927,5
2017,HO,65~,BLOOD,ESCCOL,COL,0,0,0,0,24944,297
2017,HO,65~,BLOOD,ESCCOL,LVX,8052,299,47,16294,548,1
2017,HO,65~,BLOOD,ESCCOL,CIP,3968,54,4,7849,13360,6
2017,HO,65~,BLOOD,ESCCOL,J01EE,4011,0,0,14541,6581,108
2017,HO,65~,BLOOD,KLEPNE,IPM,13,15,0,9279,918,65
2017,HO,65~,BLOOD,KLEPNE,MEM,17,7,0,10203,0,63
2017,HO,65~,BLOOD,KLEPNE,DOR,0,0,0,0,9626,664
2017,HO,65~,BLOOD,KLEPNE,CTX,490,21,14,7061,2599,105
2017,HO,65~,BLOOD,KLEPNE,CRO,517,13,3,6903,2843,11
2017,HO,65~,BLOOD,KLEPNE,CAZ,353,72,0,9476,306,83
2017,HO,65~,BLOOD,KLEPNE,FEP,326,65,5,8729,1163,2
2017,HO,65~,BLOOD,KLEPNE,COL,0,0,0,0,10153,137
2017,HO,65~,BLOOD,KLEPNE,LVX,218,98,1,9720,253,0
2017,HO,65~,BLOOD,KLEPNE,CIP,171,56,0,4586,5477,0
2017,HO,65~,BLOOD,KLEPNE,J01EE,839,0,0,6933,2469,49
2017,HO,65~,BLOOD,ACISPP,IPM,8,0,0,338,278,0
2017,HO,65~,BLOOD,ACISPP,MEM,8,0,0,614,1,1
2017,HO,65~,BLOOD,ACISPP,DOR,0,0,0,0,411,213
2017,HO,65~,BLOOD,ACISPP,COL,16,0,0,138,470,0
2017,HO,65~,BLOOD,ACISPP,AMK,3,2,0,614,5,0
2017,HO,65~,BLOOD,ACISPP,MNO,1,3,0,580,40,0
2017,HO,65~,BLOOD,STAAUR,OXA,5140,0,0,6383,0,0
2017,HO,65~,BLOOD,STRPNE,CTX,10,4,0,540,163,0
2017,HO,65~,BLOOD,STRPNE,CRO,10,2,0,658,47,0
2017,HO,65~,BLOOD,STRPNE,J01EE,75,74,0,401,160,7
2017,HO,65~,BLOOD,STRPNE,OXA,0,0,0,0,711,6
2017,HO,65~,BLOOD,STRPNE,PEN,0,7,0,710,0,0
2017,HO,65~,BLOOD,SALSPP,IPM,0,0,0,98,11,0
2017,HO,65~,BLOOD,SALSPP,MEM,0,0,0,95,14,0
2017,HO,65~,BLOOD,SALSPP,DOR,0,0,0,0,104,5
2017,HO,65~,BLOOD,SALSPP,CTX,2,0,0,74,33,0
2017,HO,65~,BLOOD,SALSPP,CRO,1,0,0,63,45,0
2017,HO,65~,BLOOD,SALSPP,CAZ,2,0,0,99,8,0
2017,HO,65~,BLOOD,SALSPP,LVX,0,0,0,107,2,0
2017,HO,65~,BLOOD,SALSPP,CIP,0,0,0,58,51,0
2017,HO,65~,STOOL,SALSPP,IPM,0,1,0,264,36,1
2017,HO,65~,STOOL,SALSPP,MEM,0,0,0,290,11,1
2017,HO,65~,STOOL,SALSPP,DOR,0,0,0,0,277,25
2017,HO,65~,STOOL,SALSPP,CTX,3,0,0,211,87,1
2017,HO,65~,STOOL,SALSPP,CRO,5,0,0,211,86,0
2017,HO,65~,STOOL,SALSPP,CAZ,4,0,0,269,28,1
2017,HO,65~,STOOL,SALSPP,LVX,0,0,0,301,1,0
2017,HO,65~,STOOL,SALSPP,CIP,0,0,0,140,161,1
2017,HO,65~,STOOL,SHISPP,CTX,0,0,0,2,0,0
2017,HO,65~,STOOL,SHISPP,CRO,0,0,0,0,2,0
2017,HO,65~,STOOL,SHISPP,CAZ,0,0,0,2,0,0
2017,HO,65~,STOOL,SHISPP,LVX,0,0,0,2,0,0
2017,HO,65~,STOOL,SHISPP,CIP,0,0,0,1,1,0
