﻿COUNTRY,YEAR,SPECIMEN,PATHOGEN,GENDER,ORIGIN,AGEGROUP,ANTIBIOTIC,RESISTANT,INTERMEDIATE,NONSUSCEPTIBLE,SUSCEPTIBLE,UNKNOWN_NO_AST,UNKNOWN_NO_BREAKPOINTS,BATCHID
JPN,2017,BLOOD,ESCCOL,M,CO,45<54,CAZ,19,5,0,316,2,1,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,55<64,CAZ,62,30,0,857,15,5,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,65<74,CAZ,210,78,0,2679,62,21,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,75<84,CAZ,417,154,0,4437,59,50,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,85<,CAZ,351,105,0,3021,33,33,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,<1,CAZ,10,5,0,137,0,1,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,01<04,CAZ,4,0,0,13,2,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,05<14,CAZ,4,2,0,29,0,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,15<24,CAZ,11,4,0,39,0,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,25<34,CAZ,5,3,0,58,0,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,35<44,CAZ,27,8,0,132,0,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,45<54,CAZ,50,26,0,403,9,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,55<64,CAZ,143,53,0,1162,15,9,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,65<74,CAZ,387,154,0,3109,57,24,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,75<84,CAZ,617,229,0,4477,100,27,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,85<,CAZ,456,140,0,2633,51,16,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,<1,CAZ,1,0,0,22,2,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,01<04,CAZ,2,1,0,12,0,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,05<14,CAZ,1,0,0,16,0,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,15<24,CAZ,6,1,0,97,1,3,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,25<34,CAZ,5,5,0,188,5,1,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,35<44,CAZ,11,3,0,309,7,5,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,45<54,CAZ,31,8,0,637,16,7,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,55<64,CAZ,59,20,0,1078,8,10,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,65<74,CAZ,150,65,0,2980,21,22,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,75<84,CAZ,407,157,1,5845,46,58,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,85<,CAZ,579,192,0,6641,55,59,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,<1,CAZ,5,2,0,61,2,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,01<04,CAZ,3,1,0,23,0,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,05<14,CAZ,1,1,0,19,2,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,15<24,CAZ,5,2,0,73,1,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,25<34,CAZ,13,9,0,150,0,1,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,35<44,CAZ,19,8,0,269,16,1,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,45<54,CAZ,51,16,0,483,5,2,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,55<64,CAZ,70,34,0,1028,15,6,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,65<74,CAZ,211,80,0,2611,54,21,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,75<84,CAZ,457,181,0,4803,86,24,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,85<,CAZ,604,191,0,5026,138,29,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,<1,FEP,3,0,0,74,13,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,01<04,FEP,0,0,0,12,2,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,05<14,FEP,2,0,0,10,2,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,15<24,FEP,3,0,0,20,5,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,25<34,FEP,2,1,0,37,2,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,35<44,FEP,4,0,1,100,20,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,45<54,FEP,27,5,0,282,29,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,55<64,FEP,94,17,1,805,52,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,65<74,FEP,275,46,1,2490,238,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,75<84,FEP,487,70,1,4128,428,3,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,85<,FEP,425,52,1,2758,307,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,<1,FEP,15,2,0,122,14,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,01<04,FEP,4,1,0,11,3,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,05<14,FEP,5,1,0,28,1,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,15<24,FEP,10,0,0,38,6,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,25<34,FEP,5,3,0,53,5,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,35<44,FEP,31,3,0,109,24,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,45<54,FEP,55,7,1,369,56,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,55<64,FEP,175,17,4,1040,146,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,65<74,FEP,469,62,6,2816,377,1,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,75<84,FEP,759,93,8,4025,564,1,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,85<,FEP,528,59,6,2362,340,1,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,<1,FEP,0,0,0,25,0,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,01<04,FEP,2,0,0,11,2,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,05<14,FEP,1,0,0,14,2,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,15<24,FEP,5,1,0,90,12,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,25<34,FEP,11,0,0,179,14,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,35<44,FEP,17,2,0,300,16,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,45<54,FEP,37,4,0,596,62,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,55<64,FEP,60,4,0,1033,78,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,65<74,FEP,206,27,2,2746,256,1,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,75<84,FEP,549,71,3,5372,518,1,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,85<,FEP,729,91,2,6068,633,3,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,<1,FEP,6,2,0,61,1,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,01<04,FEP,3,0,0,20,4,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,05<14,FEP,3,0,0,17,3,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,15<24,FEP,8,3,0,62,8,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,25<34,FEP,14,1,0,137,21,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,35<44,FEP,28,2,0,250,33,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,45<54,FEP,50,4,1,442,60,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,55<64,FEP,98,12,0,942,101,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,65<74,FEP,262,22,4,2388,301,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,75<84,FEP,515,73,3,4375,584,1,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,85<,FEP,666,90,5,4533,692,2,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,<1,COL,0,0,0,0,89,1,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,01<04,COL,0,0,0,0,14,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,05<14,COL,0,0,0,0,13,1,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,15<24,COL,0,0,0,0,27,1,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,25<34,COL,0,0,0,0,42,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,35<44,COL,0,0,0,0,121,4,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,45<54,COL,0,0,0,0,336,7,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,55<64,COL,0,0,0,0,959,10,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,65<74,COL,0,0,0,0,3015,35,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,75<84,COL,0,0,0,0,5061,56,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,85<,COL,0,0,0,0,3519,24,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,<1,COL,0,0,0,0,150,3,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,01<04,COL,0,0,0,0,17,2,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,05<14,COL,0,0,0,0,33,2,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,15<24,COL,0,0,0,0,52,2,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,25<34,COL,0,0,0,0,65,1,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,35<44,COL,0,0,0,0,163,4,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,45<54,COL,0,0,0,0,472,16,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,55<64,COL,0,0,0,0,1353,29,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,65<74,COL,0,0,0,0,3669,62,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,75<84,COL,0,0,0,0,5372,78,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,85<,COL,0,0,0,0,3272,24,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,<1,COL,0,0,0,0,25,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,01<04,COL,0,0,0,0,15,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,05<14,COL,0,0,0,0,17,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,15<24,COL,0,0,0,0,107,1,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,25<34,COL,0,0,0,0,200,4,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,35<44,COL,0,0,0,0,332,3,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,45<54,COL,0,0,0,0,693,6,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,55<64,COL,0,0,0,0,1153,22,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,65<74,COL,0,0,0,0,3199,39,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,75<84,COL,0,0,0,0,6467,47,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,85<,COL,0,0,0,0,7460,66,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,<1,COL,0,0,0,0,69,1,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,01<04,COL,0,0,0,0,24,3,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,05<14,COL,0,0,0,0,21,2,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,15<24,COL,0,0,0,0,79,2,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,25<34,COL,0,0,0,0,168,5,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,35<44,COL,0,0,0,0,301,12,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,45<54,COL,0,0,0,0,547,10,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,55<64,COL,0,0,0,0,1129,24,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,65<74,COL,0,0,0,0,2927,50,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,75<84,COL,0,0,0,0,5488,63,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,85<,COL,0,0,0,0,5953,35,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,<1,LVX,11,0,0,75,4,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,01<04,LVX,2,0,0,12,0,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,05<14,LVX,3,0,0,11,0,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,15<24,LVX,5,0,0,18,5,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,25<34,LVX,8,2,0,32,0,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,35<44,LVX,19,4,1,95,6,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,45<54,LVX,96,1,0,240,6,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,55<64,LVX,255,14,1,691,8,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,65<74,LVX,805,37,2,2125,81,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,75<84,LVX,1419,66,7,3489,136,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,85<,LVX,1143,45,1,2295,59,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,<1,LVX,30,1,0,112,10,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,01<04,LVX,7,0,0,12,0,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,05<14,LVX,11,0,0,21,3,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,15<24,LVX,18,0,0,31,5,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,25<34,LVX,22,3,0,38,3,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,35<44,LVX,68,2,0,86,11,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,45<54,LVX,179,3,1,286,19,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,55<64,LVX,473,21,3,846,39,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,65<74,LVX,1242,33,5,2364,87,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,75<84,LVX,1866,54,8,3411,111,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,85<,LVX,1215,43,9,2003,26,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,<1,LVX,3,2,0,20,0,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,01<04,LVX,3,0,0,10,2,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,05<14,LVX,1,0,0,16,0,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,15<24,LVX,8,1,0,99,0,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,25<34,LVX,22,2,0,178,2,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,35<44,LVX,42,2,0,286,5,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,45<54,LVX,90,8,0,573,28,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,55<64,LVX,222,9,0,923,21,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,65<74,LVX,585,35,2,2583,33,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,75<84,LVX,1422,70,3,4890,129,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,85<,LVX,2045,107,7,5280,87,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,<1,LVX,17,0,0,49,4,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,01<04,LVX,3,1,0,18,5,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,05<14,LVX,3,0,0,16,4,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,15<24,LVX,17,0,0,62,2,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,25<34,LVX,35,1,1,127,9,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,35<44,LVX,60,4,0,238,11,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,45<54,LVX,151,6,1,384,15,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,55<64,LVX,292,10,0,837,14,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,65<74,LVX,737,37,9,2120,74,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,75<84,LVX,1384,68,5,4029,65,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,85<,LVX,1762,80,12,4115,18,1,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,<1,CIP,4,0,0,38,48,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,01<04,CIP,2,0,0,7,5,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,05<14,CIP,0,0,0,6,8,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,15<24,CIP,4,0,0,11,12,1,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,25<34,CIP,1,0,0,18,23,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,35<44,CIP,8,1,1,45,70,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,45<54,CIP,40,2,0,105,196,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,55<64,CIP,126,2,1,351,489,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,65<74,CIP,403,8,2,1011,1623,3,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,75<84,CIP,705,6,3,1704,2693,6,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,85<,CIP,535,11,1,1094,1901,1,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,<1,CIP,16,0,0,52,85,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,01<04,CIP,6,0,0,10,3,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,05<14,CIP,8,1,0,7,19,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,15<24,CIP,7,0,0,14,33,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,25<34,CIP,12,0,0,19,35,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,35<44,CIP,33,1,0,42,91,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,45<54,CIP,95,2,1,147,242,1,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,55<64,CIP,241,5,0,435,701,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,65<74,CIP,616,10,1,1210,1891,3,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,75<84,CIP,927,8,0,1636,2877,2,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,85<,CIP,597,9,2,965,1721,2,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,<1,CIP,3,0,0,12,10,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,01<04,CIP,1,0,0,5,9,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,05<14,CIP,1,0,0,5,11,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,15<24,CIP,8,0,0,51,49,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,25<34,CIP,9,0,0,83,110,2,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,35<44,CIP,24,0,0,149,162,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,45<54,CIP,44,0,0,275,380,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,55<64,CIP,124,1,0,472,576,2,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,65<74,CIP,301,7,1,1266,1661,2,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,75<84,CIP,691,10,1,2332,3473,7,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,85<,CIP,1028,20,4,2504,3966,4,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,<1,CIP,5,0,0,22,43,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,01<04,CIP,4,0,0,10,13,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,05<14,CIP,2,0,0,13,8,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,15<24,CIP,8,0,0,25,48,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,25<34,CIP,19,0,0,63,91,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,35<44,CIP,36,0,0,126,150,1,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,45<54,CIP,69,0,0,197,291,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,55<64,CIP,145,2,0,415,591,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,65<74,CIP,395,10,0,1052,1520,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,75<84,CIP,665,9,0,1919,2955,3,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,85<,CIP,881,11,1,1933,3160,2,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,<1,J01EE,9,0,0,63,17,1,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,01<04,J01EE,1,0,0,11,2,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,05<14,J01EE,3,0,0,6,5,0,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,15<24,J01EE,2,0,0,17,8,1,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,25<34,J01EE,7,0,0,19,15,1,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,35<44,J01EE,19,0,0,81,24,1,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,45<54,J01EE,56,0,0,212,72,3,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,55<64,J01EE,149,0,0,601,216,3,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,65<74,J01EE,461,0,0,1937,639,13,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,75<84,J01EE,681,0,0,3291,1117,28,DS1
JPN,2017,BLOOD,ESCCOL,M,CO,85<,J01EE,447,0,0,2325,745,26,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,<1,J01EE,27,0,0,87,38,1,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,01<04,J01EE,5,0,0,4,8,2,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,05<14,J01EE,13,0,0,10,10,2,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,15<24,J01EE,20,0,0,25,9,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,25<34,J01EE,18,0,0,32,16,0,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,35<44,J01EE,43,0,0,80,42,2,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,45<54,J01EE,102,0,0,257,126,3,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,55<64,J01EE,265,0,0,790,317,10,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,65<74,J01EE,601,0,0,2104,1010,16,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,75<84,J01EE,901,0,0,3136,1388,25,DS1
JPN,2017,BLOOD,ESCCOL,M,HO,85<,J01EE,517,0,0,1952,814,13,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,<1,J01EE,1,0,0,16,7,1,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,01<04,J01EE,2,0,0,10,1,2,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,05<14,J01EE,2,0,0,12,3,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,15<24,J01EE,12,0,0,64,30,2,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,25<34,J01EE,36,0,0,119,49,0,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,35<44,J01EE,39,0,0,228,66,2,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,45<54,J01EE,88,0,0,445,164,2,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,55<64,J01EE,145,0,0,780,244,6,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,65<74,J01EE,460,0,0,2091,674,13,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,75<84,J01EE,880,0,0,4293,1299,42,DS1
JPN,2017,BLOOD,ESCCOL,F,CO,85<,J01EE,1007,0,0,4969,1505,45,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,<1,J01EE,9,0,0,47,13,1,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,01<04,J01EE,8,0,0,10,8,1,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,05<14,J01EE,10,0,0,8,5,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,15<24,J01EE,23,0,0,42,16,0,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,25<34,J01EE,26,0,0,97,48,2,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,35<44,J01EE,63,0,0,162,84,4,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,45<54,J01EE,88,0,0,314,150,5,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,55<64,J01EE,183,0,0,643,322,5,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,65<74,J01EE,502,0,0,1691,769,15,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,75<84,J01EE,784,0,0,3359,1388,20,DS1
JPN,2017,BLOOD,ESCCOL,F,HO,85<,J01EE,824,0,0,3603,1540,21,DS1
JPN,2017,URINE,KLEPNE,M,CO,<1,IPM,0,0,0,359,31,2,DS1
JPN,2017,URINE,KLEPNE,M,CO,01<04,IPM,0,0,0,71,8,0,DS1
JPN,2017,URINE,KLEPNE,M,CO,05<14,IPM,0,1,0,54,5,0,DS1
JPN,2017,URINE,KLEPNE,M,CO,15<24,IPM,0,0,0,75,7,0,DS1
JPN,2017,URINE,KLEPNE,M,CO,25<34,IPM,0,0,0,79,7,0,DS1
JPN,2017,URINE,KLEPNE,M,CO,35<44,IPM,1,1,0,125,14,0,DS1
JPN,2017,URINE,KLEPNE,M,CO,45<54,IPM,0,2,0,332,26,5,DS1
JPN,2017,URINE,KLEPNE,M,CO,55<64,IPM,0,3,0,719,54,3,DS1
JPN,2017,URINE,KLEPNE,M,CO,65<74,IPM,2,5,0,2308,204,18,DS1
JPN,2017,URINE,KLEPNE,M,CO,75<84,IPM,1,13,0,3413,323,26,DS1
JPN,2017,URINE,KLEPNE,M,CO,85<,IPM,2,5,0,1890,214,14,DS1
JPN,2017,URINE,KLEPNE,M,HO,<1,IPM,1,0,0,221,24,0,DS1
JPN,2017,URINE,KLEPNE,M,HO,01<04,IPM,2,0,0,94,13,0,DS1
JPN,2017,URINE,KLEPNE,M,HO,05<14,IPM,2,4,0,58,6,1,DS1
JPN,2017,URINE,KLEPNE,M,HO,15<24,IPM,2,3,0,83,4,0,DS1
JPN,2017,URINE,KLEPNE,M,HO,25<34,IPM,1,1,0,92,10,0,DS1
JPN,2017,URINE,KLEPNE,M,HO,35<44,IPM,2,1,0,144,22,0,DS1
JPN,2017,URINE,KLEPNE,M,HO,45<54,IPM,2,1,0,392,38,2,DS1
JPN,2017,URINE,KLEPNE,M,HO,55<64,IPM,2,4,0,911,89,5,DS1
JPN,2017,URINE,KLEPNE,M,HO,65<74,IPM,4,10,0,2383,259,13,DS1
JPN,2017,URINE,KLEPNE,M,HO,75<84,IPM,8,8,0,3503,397,14,DS1
JPN,2017,URINE,KLEPNE,M,HO,85<,IPM,2,8,0,2125,272,18,DS1
JPN,2017,URINE,KLEPNE,F,CO,<1,IPM,0,0,0,313,37,1,DS1
